Issued by Organization,Issued for Organization,Title,Tender No,Procurement Method,Issued Date,Amendments,Closing Date,Successful Vendor,Successful Vendor City,Province,Country,Award Total,Date Awarded
Procurement Services Branch,Ministry of Health,IBM WebSphere Maintenance & Support Renewal (Victoria),ITQ-006230,Itq,2020/06/01,0,2020/06/09,GlassHouse Systems Inc.,Toronto,Ontario,Canada,"$157,768.13",2020/06/15
Ministry of Municipal Affairs and Housing,Ministry of Municipal Affairs and Housing,Municipal Consulting Services,RFP21-UEL-001,RFP,2020/05/20,6,2020/05/26,Aecom Canada Ltd.,Burnaby,British Columbia,Canada,"$1,500,000.00",2020/06/15
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,"BC Parks Type 1 Picnic Table Boards (Nelson, BC)",ITQ-006231,Itq,2020/06/08,1,2020/06/10,Ennadai Woodworks Inc,Golden,British Columbia,Canada,"$22,553.44",2020/06/16
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,BC Parks Type 1 Pre-cast Picnic Table Pads (Kikomun Creek Park),ITQ-006234,Itq,2020/06/08,1,2020/06/10,TRI-KON PRECAST PRODUCTS LTD.,Cranbrook,British Columbia,Canada,"$101,136.00",2020/06/16
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,BC Parks Fire Rings (Kikomun Creek Park),ITQ-006236,Itq,2020/06/02,0,2020/06/10,Castlegar Machine & Chrome (2013) Ltd.,Castlegar,British Columbia,Canada,"$22,199.35",2020/06/16
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,BC PArks Type 1 Picnic Table Boards (Kikomun Creek Park),ITQ-006239,Itq,2020/06/03,0,2020/06/11,Ennadai Woodworks Inc,Golden,British Columbia,Canada,"$49,162.40",2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Filemaker Pro Application Developers,1070-30/OT21FHQ015,RQU,2020/04/16,7,2020/04/21,Annex Consulting Group Inc,Vancouver,British Columbia,Canada,$0.00,2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Filemaker Pro Application Developers,1070-30/OT21FHQ015,RQU,2020/04/16,7,2020/04/21,Folkstone Design Incorporated,Gibsons,British Columbia,Canada,$0.00,2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Filemaker Pro Application Developers,1070-30/OT21FHQ015,RQU,2020/04/16,7,2020/04/21,Ignite Technical Resources,Vancouver,British Columbia,Canada,$0.00,2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Filemaker Pro Application Developers,1070-30/OT21FHQ015,RQU,2020/04/16,7,2020/04/21,Matrix Solutions Inc.,Calgary,Alberta,Canada,$0.00,2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Filemaker Pro Application Developers,1070-30/OT21FHQ015,RQU,2020/04/16,7,2020/04/21,Neo Code Software Limited,Vancouver,British Columbia,Canada,$0.00,2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Filemaker Pro Application Developers,1070-30/OT21FHQ015,RQU,2020/04/16,7,2020/04/21,New Value Solutions Inc,Burnaby,British Columbia,Canada,$0.00,2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Filemaker Pro Application Developers,1070-30/OT21FHQ015,RQU,2020/04/16,7,2020/04/21,Procom Consultants Group Ltd.,Vancouver,British Columbia,Canada,$0.00,2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Filemaker Pro Application Developers,1070-30/OT21FHQ015,RQU,2020/04/16,7,2020/04/21,Stellar Recruitment Inc,Vancouver,British Columbia,Canada,$0.00,2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Granisle Connector FSR Reconstruction,EN21PGN327,ITB,2020/05/27,2,2020/06/10,Bulkley Valley Well Consulting Ltd.,Telkwa,British Columbia,Canada,"$113,550.00",2020/06/16
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Surfacing H33 Carmi to Big White Rd.,24695MJ0000,MOTITT,2020/06/05,2,2020/06/11,Emil Anderson Construction (EAC) Inc.,Kelowna,British Columbia,Canada,"$6,486,493.59",2020/06/16
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",GS21MRB305 - Big White Wildfire Risk Reduction Prescriptions,GS21MRB305,ITT,2020/05/27,1,2020/06/03,Cabin Forestry Services Ltd.,Vernon,British Columbia,Canada,"$15,244.91",2020/06/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",GS21MRB306 - Silver Star Wildfire Risk Reduction Prescriptions,GS21MRB306,ITT,2020/05/19,0,2020/06/04,Cabin Forestry Services Ltd.,Vernon,British Columbia,Canada,"$13,525.00",2020/06/17
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,Asphalt Resurfacing and Shoulder Widening of Otter Point Road,16750MJ2020,MOTITT,2020/06/02,4,2020/06/09,Scansa Construction Ltd,Victoria,British Columbia,Canada,"$2,288,223.00",2020/06/17
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Danger Tree Felling in the Beaver Lodge Forest Lands,GS21NAN505,ITT,2020/05/01,0,2020/05/22,Vancouver Island Tree Service Ltd.,Nanaimo,British Columbia,Canada,"$7,250.00",2020/06/18
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,As & When Traffic Control and First Aid Services Service Area 17,20144OP1720,MOTITT,2020/05/29,0,2020/06/18,NO BIDS,Victoria,British Columbia,Canada,$0.00,2020/06/18
Ministry of Transportation and Infrastructure - Construction,Ministry of Transportation and Infrastructure - Construction,As & When Traffic Control and First Aid Services Service Area 17,20144OP1720,MOTITT,2020/05/29,0,2020/06/18,NO BIDS,Victoria,British Columbia,Canada,$0.00,2020/06/18
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,BC Parks Type 1 Concrete Picnic Table Bases (Baynes Lake),ITQ-006233,Itq,2020/06/11,3,2020/06/16,Ken MacKay & Son Concrete Forming Ltd,Nanaimo,British Columbia,Canada,"$66,268.16",2020/06/19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Bridge Replacement K1711 0.4km Battle Mountain - FSR,EN21474-007,ITT,2020/05/20,0,2020/06/11,Deverell Contracting Ltd,Kamloops,British Columbia,Canada,"$93,818.00",2020/06/19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Environmental Monitor - Thompson Rivers Forest District,EN21DTR003,ITT,2020/04/22,0,2020/05/19,Hill Environmental Ltd.,Armstrong,British Columbia,Canada,"$31,325.00",2020/06/19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Gill Creek Fuel Management Treatments Area 1,FM21DTR001,ITT,2020/05/13,1,2020/05/19,Spectrum Resource Group Inc.,Prince George,British Columbia,Canada,"$84,984.94",2020/06/19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",GILL CREEK FUEL MANAGEMENT TREATMENTS AREA 2,FM21DTR002,ITT,2020/05/13,1,2020/05/20,Spectrum Resource Group,Prince George,British Columbia,Canada,"$64,445.09",2020/06/19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Notice of Intent - Grant Management Software,ON-003501,NOI,2020/04/24,0,2020/05/14,"BENEVITY, INC.",Calgary,Alberta,Canada,"$20,080.00",2020/06/19
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Maintenance/Repair Services for Heating Ventilation and Air Cond,11437,ITQ,2020/06/11,2,2020/06/16,Air West Mechanical,Cochrane,Alberta,Canada,"$15,000.00",2020/06/22
Ministry of Municipal Affairs and Housing,Ministry of Municipal Affairs and Housing,Performance Audit Services: Capital Project Management,SRFP21-AGLG-001,SRFP,2020/04/23,1,2020/05/04,MNP LLP,Victoria,British Columbia,Canada,"$100,000.00",2020/06/22
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",0.8km Caine Creek FSR Bridge G1-094 Construction,EN21PGN325,ITT,2020/06/03,1,2020/06/23,Nahanni Construction Ltd.,Prince George,British Columbia,Canada,"$258,135.00",2020/06/23
Ministry of Environment and Climate Change Strategy,Ministry of Environment and Climate Change Strategy,EC Manning Park Fuel Management Prescriptions ans Assessment,GS21PNE200,RFP,2020/05/22,0,2020/06/19,Frontline Operations Group,Coldstream,British Columbia,Canada,"$32,608.11",2020/06/23
Procurement Services Branch,Ministry of Social Development and Poverty Reduction,Incident Monitor Maintenance,ITQ-006254,Itq,2020/06/12,0,2020/06/19,Monitor 24-7 Inc,Scarborough,Ontario,Canada,"$49,575.80",2020/06/23
Procurement Services Branch,Ministry of Citizens' Services,Red Hat JBoss EAP Renewal Subscription,ITQ-006253,Itq,2020/06/15,1,2020/06/19,Myra Systems Corp,Victoria,British Columbia,Canada,"$33,604.61",2020/06/24
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Bridge Installation at 41 km on the Finlay-Russell FSR,11250-85/EN21PGN322,ITT,2020/04/30,1,2020/05/19,West Horizon Contracting Inc.,Smithers,British Columbia,Canada,$0.00,2020/06/25
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",Bridge Decks and Treated Timber (3 Locations),ITQ-006228,Itq,2020/06/09,4,2020/06/16,Stinger Welding Ltd,Prince George,British Columbia,Canada,"$105,014.13",2020/06/25
Procurement Services Branch,Ministry of Transportation and Infrastructure,Supply and Deliver: Bridge Components (Telegraph Creek),ITQ-006249,Itq,2020/06/09,0,2020/06/18,Rapid-Span Precast Ltd,Armstrong,British Columbia,Canada,"$240,128.00",2020/06/25
Procurement Services Branch,Ministry of Transportation and Infrastructure,Airlink Management License (Victoria),ITQ-006250,Itq,2020/06/09,0,2020/06/17,Ralph's Radio Ltd.,Vancouver,British Columbia,Canada,"$15,464.06",2020/06/25
Procurement Services Branch,"Ministry of Energy, Mines, and Petroleum Resources","Honda Foreman ATV (Kimberley, BC)",ITQ-006241R,Itq,2020/06/09,0,2020/06/17,Main Jet Motorsports Inc.,Nelson,British Columbia,Canada,"$11,792.28",2020/06/26
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Type II Picnic Table Boards (Buttle Lake),ITQ-006252,Itq,2020/06/15,1,2020/06/19,Swens Contracting,Sechelt,British Columbia,Canada,"$12,458.88",2020/06/26
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Dawson Creek North CMI & YSM Sampling,1070-30/OT21FHQ076,ITT,2020/05/22,0,2020/06/09,Jerome Ralph Nutter dba JN Contracting,Williams Lake,British Columbia,Canada,"$63,112.00",2020/06/26
Procurement Services Branch,"Ministry of Forests, Lands, Natural Resource Operations and R.D.",21 Precast Concrete Interlocking Blocks (Lillooet),ITQ-006247,Itq,2020/06/09,0,2020/06/17,Coast Range Concrete Ltd,Lillooet,British Columbia,Canada,"$5,762.40",2020/06/26
Procurement Services Branch,Ministry of Transportation and Infrastructure,Ignition Scada Platorm Licenses,ITQ-006248,Itq,2020/06/09,0,2020/06/18,Inductive Automation LLC,Folsom,California,USA,"$329,868.92",2020/06/26
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Type II Table Legs (Buttle Lake),ITQ-006251,Itq,2020/06/15,1,2020/06/19,TXN Installations Ltd.,Invermere,British Columbia,Canada,"$17,725.69",2020/06/29
Procurement Services Branch,Ministry of Citizens' Services,Red Hat JBoss EAP Renewal Subscription,ITQ-006253,Itq,2020/06/15,1,2020/06/19,Softchoice LP,Vancouver,British Columbia,Canada,"$43,445.53",2020/06/30
Procurement Services Branch,Ministry of Environment and Climate Change Strategy,Ambient Air Analyzers; Oxides of Nitrogen  NOx (Victoria),ITQ-006257,Itq,2020/06/24,1,2020/06/26,J. C. Andelle Inc.,Richmond,British Columbia,Canada,"$43,755.04",2020/06/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Structure Installation N6-040 Sandrift and K684 Kettle River FSR,EN21474-017,ITT,2020/06/17,1,2020/06/25,Deverell Contracting Ltd.,Kamloops,British Columbia,Canada,"$263,857.50",2020/06/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Indigenous Forest Bioeconomy Program Delivery,FN21NRH0001,RFP,2020/06/17,4,2020/06/19,FPInnovations,Vancouver,British Columbia,Canada,"$600,000.00",2020/06/30
"Ministry of Forests, Lands, Natural Resource Operations and R.D.","Ministry of Forests, Lands, Natural Resource Operations and R.D.",Fisheries Biologist and Environmental Monitor,GS21NAN602,ITT,2020/06/02,2,2020/06/11,Mainstream Biological Consulting Inc,Campbell River,British Columbia,Canada,"$11,940.00",2020/06/30

